report_id,event_date,split,state,naics,naics4,trade,narrative,employer_redacted,hospitalised,amputations,loss_of_eye,severity,inspected,event_code,event_title,cause_group,fall_band_osha,nature_code,nature,body_part_code,body_part,source_code,source,secondary_source_code,secondary_source
2015010533,2015-01-16,train,Mississippi,238310,2383,"Building finishing (drywall, painting, flooring)","An employee was working from a 12-foot step ladder that was folded and placed on top of an air handler. The top of the ladder was leaning against a wall. As the employee stood on the ladder finishing a wall inside a mechanical room, the ladder slid away from the wall and the employee fell to the ground. The employee suffered a left broken leg above the ankle and a broken right little finger. The employee was admitted to University Medical Center in Jackson, Mississippi.",0,1,0,0,Hospitalised,1,4333,Other fall to lower level 11 to 15 feet,Fall to lower level,11-15 ft,111,Fractures,87,Upper and lower limb(s),7422,Step ladders,,
2015010534,2015-01-16,train,Kansas,237110,2371,Utility systems,"Worker was in a trench and was injured when an operator moved the trench box. The spreader bar on the trench box struck the worker in the back, cracking his vertebra. The worker was hospitalized one night.",0,1,0,0,Hospitalised,1,6269,"Struck by swinging or slipping object, other than handheld, n.e.c.",Struck by or against object,,111,Fractures,320,"Back, including spine, spinal cord, unspecified",499,"Parts and materials, n.e.c.",,
2015010535,2015-01-16,train,Texas,237310,2373,"Highway, street and bridge","Employee was on top of a hot oil tanker trailer attempting to remove the lid to fill the tanker. The lid was stuck due to sitting for a couple of weeks because of inclement weather. The fall protection cage provided at the fill location did not fit the tanker trailer properly, leaving a gap large enough for the employee to fall beneath the cage. When the lid came loose, the employee fell from the top of the tanker trailer, under the fall protection cage, to the ground. The employee dislocated a shoulder, broke two to three ribs, and received contusions.",0,1,0,0,Hospitalised,0,4330,"Other fall to lower level, unspecified",Fall to lower level,,189,"Multiple traumatic injuries and disorders, n.e.c.",899,"Multiple body parts, n.e.c.",8421,"Semi, tractor-trailer, tanker truck",,
2015010537,2015-01-16,train,Florida,238160,2381,"Foundation, structure and exterior (incl. roofing, framing, concrete, steel)",Employee fell from ladder when coming down the roof and broke his hands and neck.,0,1,0,0,Hospitalised,1,4330,"Other fall to lower level, unspecified",Fall to lower level,,111,Fractures,899,"Multiple body parts, n.e.c.",740,"Ladders, unspecified",,
2015010538,2015-01-16,train,Massachusetts,238350,2383,"Building finishing (drywall, painting, flooring)",Two employees were installing a murphy bed when the lifting mechanism snapped. One employee suffered a severe laceration to a thumb and was hospitalized for two days to reattach the finger.,0,1,0,0,Hospitalised,1,642,Compressed or pinched by shifting objects or equipment,Caught in or crushed,,132,"Cuts, lacerations",4420,"Finger(s), fingernail(s), unspecified",4219,"Fasteners, n.e.c.",,
2015010543,2015-01-16,train,Texas,236220,2362,Non-residential building,"The worker was taking photos of the project from the roof, when he stepped back and fell through a sky light. He fell 22 feet to the concrete floor below.",0,1,0,0,Hospitalised,1,4325,Fall through surface or existing opening 21 to 25 feet,Fall to lower level,21-25 ft,10,"Traumatic injuries and disorders, unspecified",9999,Nonclassifiable,6541,Skylights,,
2015010544,2015-01-16,train,Georgia,238130,2381,"Foundation, structure and exterior (incl. roofing, framing, concrete, steel)",An employee fell approximately 26 feet while working on a scissor lift.,0,1,0,0,Hospitalised,1,4336,Other fall to lower level 26 to 30 feet,Fall to lower level,26-30 ft,10,"Traumatic injuries and disorders, unspecified",9999,Nonclassifiable,3467,"Aerial lifts, scissor lifts-except truck-mounted",,
2015010545,2015-01-16,train,New Jersey,236115,2361,Residential building,An employee was assisting the truck driver to clear small amounts of cement left in the vehicle when the rear chute came down on the employee's left middle finger amputating the tip. The employee was taken to hospital and the fingertip was reattached.,0,1,0,0,Hospitalised,0,6214,Struck by falling part of powered vehicle still attached,Struck by or against object,,1311,Amputations,4422,Fingertip(s),3411,Chutes,8427,"Cement truck, concrete mixer truck"
2015010548,2015-01-16,train,Mississippi,237130,2371,Utility systems,The rope broke while a new cross arm was being installed on an electrical power pole. An employee walking under the rope was struck by the falling arm.,0,1,0,0,Hospitalised,1,6239,"Struck by falling object or equipment, n.e.c.",Struck by or against object,,10,"Traumatic injuries and disorders, unspecified",9999,Nonclassifiable,4419,"Electric parts, n.e.c.",,
2015010555,2015-01-17,train,Colorado,238130,2381,"Foundation, structure and exterior (incl. roofing, framing, concrete, steel)",Employee fell from a ladder while descending. The employee broke arm/wrist.,0,1,0,0,Hospitalised,1,4330,"Other fall to lower level, unspecified",Fall to lower level,,111,Fractures,4830,"Wrist(s) and arm(s), unspecified",740,"Ladders, unspecified",,
2015010015,2015-01-19,train,Texas,238220,2382,"Building equipment (electrical, plumbing, HVAC)",The HVAC team was removing an air-conditioning system from a roof when an employee stumbled over and fell onto angle irons that were supporting the system. The employee was hospitalized and had two surgeries on his right thigh.,0,1,0,0,Hospitalised,1,4212,Fall on same level due to tripping on uneven surface,"Slip, trip or same-level fall",,1972,"Soreness, pain, hurt-nonspecified injury",511,Thigh(s),6543,Roof surfaces other than roof edge,4131,Angle irons
2015010593,2015-01-19,train,Pennsylvania,237990,2379,Other heavy and civil,"Employees were using a backhoe to remove a section of railroad rail when the rail broke loose and swung, striking an employee in the leg. The employee received fractures to the femur and ankle. It was estimated that the rail was 18 feet long and the employee was 15 to 16 feet from the backhoe.",0,1,0,0,Hospitalised,0,6269,"Struck by swinging or slipping object, other than handheld, n.e.c.",Struck by or against object,,111,Fractures,5839,"Ankle(s) and leg(s), n.e.c.",6396,Railroad tracks,3211,"Backhoes, trackhoes"
2015010607,2015-01-19,train,Massachusetts,238120,2381,"Foundation, structure and exterior (incl. roofing, framing, concrete, steel)","Employee was descending a ladder when he slipped striking his jaw and face resulting in a broken jaw, nose, and facial bones and a broken right thumb.",0,1,0,0,Hospitalised,0,4330,"Other fall to lower level, unspecified",Fall to lower level,,111,Fractures,899,"Multiple body parts, n.e.c.",740,"Ladders, unspecified",,
2015010609,2015-01-19,train,Texas,238910,2389,"Other specialty trades (site prep, demolition)",Employee amputated tip of finger when he caught it in a clamp while running rods.,0,1,1,0,Amputation,0,649,"Caught in or compressed by equipment or objects, n.e.c.",Caught in or crushed,,1311,Amputations,4422,Fingertip(s),4211,"Clamps, couplings",,
2015010203,2015-01-20,train,North Dakota,237130,2371,Utility systems,An employee suffered a severe burn injury while working on a power pole when he made contact with a live wire. The employee was sent to Utah Burn Center.,0,1,0,0,Hospitalised,1,5110,"Direct exposure to electricity, unspecified",Electrical,,1530,"Electrical burns, unspecified",6,BODY SYSTEMS,4415,"Power lines, transformers, convertors",,
2015010612,2015-01-20,train,Texas,237990,2379,Other heavy and civil,"Employee was installing steam trace lines from an aerial lift. The individual then bent over while working; the aerial lift moved, catching the employee's head between the cage of the aerial lift and an iron beam of the support structure for the unit.",0,1,0,0,Hospitalised,1,649,"Caught in or compressed by equipment or objects, n.e.c.",Caught in or crushed,,1972,"Soreness, pain, hurt-nonspecified injury",10,"Head, unspecified",3467,"Aerial lifts, scissor lifts-except truck-mounted",6551,"Girders, beams, structural steel"
2015010622,2015-01-20,train,Louisiana,236210,2362,Non-residential building,A worker was fabricating a spool from steel. A portion of the steel fell onto the worker's hand and sliced through the tip of his pinky.,0,0,1,0,Amputation,0,6230,"Struck by falling object or equipment, unspecified",Struck by or against object,,1311,Amputations,4422,Fingertip(s),451,"Metal sheets, ingots, bars-nonstructural",,
2015010626,2015-01-20,train,New York,238350,2383,"Building finishing (drywall, painting, flooring)",Sheet rock was being transported with a dolly. The dolly tipped over and injured an employee's femur.,0,1,0,0,Hospitalised,1,6239,"Struck by falling object or equipment, n.e.c.",Struck by or against object,,1972,"Soreness, pain, hurt-nonspecified injury",511,Thigh(s),871,"Cart, dolly, hand truck-nonpowered",4198,"Wallboard, drywall, sheetrock"
2015010629,2015-01-20,train,Texas,238220,2382,"Building equipment (electrical, plumbing, HVAC)","An employee servicing an AC was working from a 10-foot A-frame ladder. While descending, the ladder gave way and the employee fell to the ground.",0,1,0,0,Hospitalised,0,4312,Fall from collapsing structure or equipment 6 to 10 feet,Fall to lower level,6-10 ft,10,"Traumatic injuries and disorders, unspecified",9999,Nonclassifiable,7422,Step ladders,,
2015010634,2015-01-20,train,Texas,238350,2383,"Building finishing (drywall, painting, flooring)",An employee was operating a table saw when he amputated his right thumb.,0,0,1,0,Amputation,1,6311,Struck against moving part of machinery or equipment,Struck by or against object,,1311,Amputations,4429,"Finger(s), fingernail(s), n.e.c.",3573,Table saws,,
2015010204,2015-01-21,train,West Virginia,236210,2362,Non-residential building,"On January 21, 2015, a tag line became entangled around an A-frame metal beam weighing approximately 1400 lb., causing the beam to fall against the leg(s) of a worker. The worker suffered fractures of the right lower leg and was hospitalized.",0,1,0,0,Hospitalised,1,6230,"Struck by falling object or equipment, unspecified",Struck by or against object,,111,Fractures,513,Lower leg(s),4133,Beams-unattached metal,4229,"Ropes, ties, chains, n.e.c."
2015010205,2015-01-21,train,Massachusetts,237130,2371,Utility systems,An employee was hospitalized with broken ribs while pulling de-energized conductor wiring.,0,1,0,0,Hospitalised,0,7120,"Overexertion in pushing, pulling, or turning, unspecified",Other,,111,Fractures,310,"Chest, except internal location of diseases or disorders",4226,"Wire, cables-nonelectrical",,
2015010645,2015-01-21,train,New York,236118,2361,Residential building,The worker was using a chop box and amputated his left thumb.,0,1,1,0,Amputation,1,6311,Struck against moving part of machinery or equipment,Struck by or against object,,1311,Amputations,4429,"Finger(s), fingernail(s), n.e.c.",7323,Saws-power not determined,,
2015010647,2015-01-21,train,Massachusetts,237130,2371,Utility systems,An employee suffered a leg injury after being struck by a piece of wood. An excavator dropped a utility pole which subsequently caused a piece of wood to hit an adjacent worker.,0,1,0,0,Hospitalised,1,6249,"Struck by discharged or flying object, n.e.c.",Struck by or against object,,1972,"Soreness, pain, hurt-nonspecified injury",510,"Leg(s), unspecified",4150,"Wood, lumber, unspecified",,
2015010648,2015-01-21,train,Georgia,237310,2373,"Highway, street and bridge","Employee was working on the carburetor of his company vehicle with gasoline on his hands when it ignited, causing 2nd and 3rd degree burns on his right hand and 2nd degree burns on his stomach and left hand. Employee was treated and hospitalized at Doctor's Hospital in Augusta, Georgia.",0,1,0,0,Hospitalised,0,317,"Ignition of vapors, gases, or liquids","Fire, explosion or burn",,1523,Third or fourth degree heat (thermal) burns,899,"Multiple body parts, n.e.c.",1641,"Gasoline, diesel fuel, jet fuel",,
2015010682,2015-01-22,train,Wisconsin,238220,2382,"Building equipment (electrical, plumbing, HVAC)","Employee was at a company site attempting to gain access to the roof ladder via a fixed ladder . The height of the platform from the ground was 10 ft, 7 in. The employee slipped and fell to the interior concrete floor. The employee broke his wrist, and bone was exposed.",0,1,0,0,Hospitalised,0,4333,Other fall to lower level 11 to 15 feet,Fall to lower level,11-15 ft,111,Fractures,43,Wrist(s),741,Ladders-fixed,,
