"row_id","project_id","cost_code","period_month","budgeted_cost","earned_value","actual_cost","cpi","spi"
"COST001160","PRJ029","EQP-GEN","2026-05-01","1100000","1137756","1186557","0.96","1.03"
"COST001161","PRJ030","LAB-FIN","2025-03-01","14000000","14435567","13428386","1.08","1.03"
"COST001162","PRJ030","MAT-STEEL","2025-04-01","1400000","1379070","1267758","1.09","0.99"
"COST001163","PRJ030","MAT-FIN","2025-05-01","14100000","15035136","13247443","1.13","1.07"
"COST001164","PRJ030","EQP-EARTH","2025-06-01","16100000","17245761","15145468","1.14","1.07"
"COST001165","PRJ030","SUB-STRC","2025-07-01","17700000","16716824","18886473","0.89","0.94"
"COST001166","PRJ030","MAT-STEEL","2025-08-01","18000000","11829785","21570089","0.55","0.66"
"COST001167","PRJ030","OVH-QA","2025-09-01","11700000","10607365","10582199","1","0.91"
"COST001168","PRJ030","OVH-ADM","2025-10-01","12500000","12374491","12677454","0.98","0.99"
"COST001169","PRJ030","LAB-MEP","2025-11-01","800000","860847","744458","1.16","1.08"
"COST001170","PRJ030","MAT-CEM","2025-12-01","14800000","15809641","15780686","1","1.07"
"COST001171","PRJ030","MAT-BLK","2026-01-01","17000000","17027645","16772577","1.02","1"
"COST001172","PRJ030","EQP-PUMP","2026-02-01","17900000","18575087","17036930","1.09","1.04"
"COST001173","PRJ030","EQP-SCAF","2026-03-01","3400000","3605987","3050247","1.18","1.06"
"COST001174","PRJ030","SUB-FACADE","2026-04-01","14100000","15134601","13119113","1.15","1.07"
"COST001175","PRJ030","EQP-CRANE","2026-05-01","1300000","911089","1671505","0.55","0.7"
"COST001176","PRJ030","OVH-UTIL","2026-06-01","3200000","3155620","3468321","0.91","0.99"
"COST001177","PRJ030","LAB-REBR","2026-07-01","6000000","5762625","5761004","1","0.96"
"COST001178","PRJ030","LAB-SAF","2026-08-01","10000000","10197385","10631126","0.96","1.02"
"COST001179","PRJ030","MAT-AGG","2026-09-01","3200000","3413145","3499340","0.98","1.07"
"COST001180","PRJ030","EQP-CRANE","2024-10-01","11500000","11902865","10528048","1.13","1.04"
"COST001181","PRJ030","EQP-GEN","2024-11-01","15600000","15274278","17119901","0.89","0.98"
"COST001182","PRJ030","SUB-MEP","2024-12-01","16200000","14379752","15006341","0.96","0.89"
"COST001183","PRJ030","SUB-EXT","2025-01-01","7800000","7458283","7085969","1.05","0.96"
"COST001184","PRJ030","SUB-STRC","2025-02-01","2000000","1580571","2493157","0.63","0.79"
"COST001185","PRJ030","LAB-CARP","2025-03-01","10300000","10999841","9731947","1.13","1.07"
"COST001186","PRJ030","LAB-FIN","2025-04-01","17200000","16726243","17006000","0.98","0.97"
"COST001187","PRJ030","MAT-STEEL","2025-05-01","7200000","6613387","7813947","0.85","0.92"
"COST001188","PRJ030","MAT-FIN","2025-06-01","16200000","16319302","14895575","1.1","1.01"
"COST001189","PRJ030","EQP-EARTH","2025-07-01","1100000","1059294","1142915","0.93","0.96"
"COST001190","PRJ030","SUB-STRC","2025-08-01","12600000","11598573","12342311","0.94","0.92"
"COST001191","PRJ030","SUB-WTR","2025-09-01","10800000","11471037","11654373","0.98","1.06"
"COST001192","PRJ030","OVH-QA","2025-10-01","16600000","14938964","17945932","0.83","0.9"
"COST001193","PRJ030","MAT-STEEL","2025-11-01","12900000","8355278","15436151","0.54","0.65"
"COST001194","PRJ030","LAB-MEP","2025-12-01","17100000","18157473","17182834","1.06","1.06"
"COST001195","PRJ030","MAT-CEM","2026-01-01","16000000","16241335","16718623","0.97","1.02"
"COST001196","PRJ030","MAT-BLK","2026-02-01","9000000","9257509","8286579","1.12","1.03"
"COST001197","PRJ030","EQP-PUMP","2026-03-01","1500000","1432875","1400195","1.02","0.96"
"COST001198","PRJ030","EQP-SCAF","2026-04-01","13600000","12748407","12478261","1.02","0.94"
"COST001199","PRJ030","SUB-FACADE","2026-05-01","11700000","11408693","12549253","0.91","0.98"
"COST001200","PRJ030","OVH-SITE","2026-06-01","2600000","2692494","2432231","1.11","1.04"
